"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C8_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C8_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C9_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C9_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C9_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C9_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C10_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C10_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C10_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C10_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C11_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C11_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C11_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C11_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C12_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C12_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C12_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C12_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C13_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C13_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C13_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C13_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C14_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C14_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C14_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C14_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C15_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C15_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C15_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C15_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D4_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D4_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D4_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D4_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D5_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D5_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D5_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D5_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D6_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D6_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D6_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D6_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D7_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D7_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D7_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D7_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D8_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D8_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D8_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D8_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D9_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D9_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D9_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D9_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D10_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D10_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D10_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D10_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D11_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D11_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D11_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D11_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D12_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D12_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D12_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D12_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D13_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D13_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D13_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D13_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D14_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D14_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D14_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D14_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D15_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"D15_Rep2_neg"	"Rep2"	""	""
